exact_record_sha256,occurrences,record_indices,natoms,config_type,category
779B2FFA827ED8BBFBCE041510E7E265BFD0191DB99279A574FD868CCECBDA7A,3,796|830|898,168,struct_2,specified_plane_interface_aimd
